,area,sample.sampledMaterialType.label,sample.samplingPoint.label,year,Chloride [mg/l],Nitrite as N [mg/l],Nitrate as N [mg/l],"Oxygen, Dissolved, % Saturation [%]",pH [phunits],Temperature of Water [cel]
26022,South,ESTUARINE WATER,HOOK SAMPLING POINT-*CLOSED*,2004,17944.444444444445,0.006555555555555555,0.2451111111111111,95.61666666666667,8.014444444444443,12.866666666666667
26229,South,ESTUARINE WATER,ROCHESTER CASTLE PIER H/WATER,2004,11600.0,0.02416666666666667,1.7398333333333333,84.83333333333333,7.795833333333333,15.279166666666667
26075,South,ESTUARINE WATER,MEDINA NEWPORT DOCKS,2005,3812.2,0.0208,3.336,107.2,8.040000000000001,9.36
26206,South,ESTUARINE WATER,R HAMBLE BURSLEDON BRIDGE,2000,14366.666666666666,0.014666666666666666,0.8996363636363637,92.70833333333333,7.9375,13.475833333333334
26322,South,ESTUARINE WATER,SWALE BOWATERS SAIL CLUB L/W-*CLOSED*,2002,14290.833333333334,0.023916666666666666,1.0766666666666667,90.10000000000001,7.765833333333333,13.654166666666667
26277,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 9,2005,12642.5,0.015,2.66,95.225,7.8625,13.31
26394,South,ESTUARINE WATER,SWALE LONG REACH POINT H/WATER,2005,16450.0,0.00775,1.1480000000000001,103.55,7.91625,12.997499999999999
26141,South,ESTUARINE WATER,OARE CREEK U/S CONF FAVERSHAM,2003,16200.0,0.0161,1.1128,85.86,7.8870000000000005,11.264
25866,South,ESTUARINE WATER,BLAW KNOX CAR PARK,2005,10180.0,0.038500000000000006,2.825,87.6,7.761,14.327000000000002
26459,South,ESTUARINE WATER,TEST ESTUARY TOWN QUAY-*CLOSED*,2001,12595.833333333334,0.017416666666666667,1.4450833333333335,97.16666666666667,7.974166666666666,12.873333333333335
26112,South,ESTUARINE WATER,NATIONAL POWER FAWLEY-DOCK,2000,16641.666666666668,0.01275,0.6185833333333334,96.20833333333333,8.025,13.129166666666668
26286,South,ESTUARINE WATER,SAND END BUOY LOW WATER-*CLOSED*,2002,14528.333333333334,0.019181818181818182,0.8016363636363636,88.60000000000001,7.802499999999999,13.686666666666667
25959,South,ESTUARINE WATER,FERRY PONTOON HAYLING-*CLOSED*,2000,18116.666666666668,0.007909090909090909,0.28825,96.19166666666666,8.058333333333334,12.691666666666668
25852,South,ESTUARINE WATER,BARTLETT CREEK,2003,14358.333333333334,0.15008333333333332,1.4679166666666665,92.30833333333334,7.834166666666667,14.130833333333333
26190,South,ESTUARINE WATER,POINT I AT BIRDHAM LOCK-*CLOSED*,2001,9362.25,0.0175,0.73175,77.975,7.88,12.3975
26458,South,ESTUARINE WATER,TEST ESTUARY TOWN QUAY-*CLOSED*,2000,14509.09090909091,0.019636363636363636,1.1590909090909092,94.28181818181817,7.9624999999999995,12.267272727272728
25923,South,ESTUARINE WATER,DOCK HEAD SAMPLING POINT-*CLOSED*,2000,15682.35294117647,0.015,0.8623529411764705,96.21176470588235,7.970588235294118,11.64
26295,South,ESTUARINE WATER,SANDWICH TOLL BRIDGE,2001,101.8153846153846,0.04107692307692308,6.399230769230769,82.84545454545454,7.853076923076923,12.052307692307693
26009,South,ESTUARINE WATER,HARDWAY SAILING CLUB,2002,17240.909090909092,0.004347826086956522,0.12134782608695652,89.82608695652173,7.813043478260869,12.761304347826087
26010,South,ESTUARINE WATER,HARDWAY SAILING CLUB,2003,18329.166666666668,0.0045000000000000005,0.18058333333333332,92.148,7.9124,12.794
26375,South,ESTUARINE WATER,SWALE KINGSFERRY BRIDGE H/W,2002,14599.166666666666,0.011499999999999998,0.927,97.48,7.859166666666667,12.9775
26059,South,ESTUARINE WATER,MEDINA ESTUARY AT FOLLEY INN,2001,15446.666666666666,0.016749999999999998,0.7109166666666668,93.91666666666667,7.920000000000001,12.225
26043,South,ESTUARINE WATER,M2 ROAD BRIDGE,2003,9526.666666666666,0.031166666666666665,2.1953333333333336,71.4,7.687,13.977272727272727
25992,South,ESTUARINE WATER,GILLINGHAM STRAND LOW WATER-*CLOSED*,2004,13433.333333333334,0.022583333333333334,1.4165833333333333,86.63571428571429,7.849166666666666,15.199166666666665
26225,South,ESTUARINE WATER,ROCHESTER CASTLE PIER H/WATER,2000,9420.0,0.0396,2.866,84.6,7.8,11.879999999999999
26109,South,ESTUARINE WATER,MURSTON BRICKWORKS-*CLOSED*,2003,16409.090909090908,0.024363636363636365,1.523818181818182,83.31818181818181,7.791818181818183,12.760000000000002
26246,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 2,2002,16929.090909090908,0.004272727272727273,0.09063636363636364,92.02727272727272,7.911,13.084545454545456
26180,South,ESTUARINE WATER,POINT 4 BIRDHAM BUOY-*CLOSED*,2003,16937.5,0.007875,0.88325,98.2625,8.026250000000001,14.445
26282,South,ESTUARINE WATER,SAND END BUOY HIGH WATER,2004,16916.666666666668,0.012625,0.5362727272727272,101.05,8.138181818181819,13.097499999999998
25995,South,ESTUARINE WATER,GREAT STOUR SPORTS GROUND L/W,2001,178.0,0.04058333333333333,6.480833333333333,86.758,7.901666666666666,12.07
26241,South,ESTUARINE WATER,RYE HARBOUR ON R ROTHER,2004,16646.666666666668,0.0155,0.528,92.57857142857142,7.911666666666666,11.649166666666666
25845,South,ESTUARINE WATER,BAILEYS HARD - BEAULIEU RIVER,2002,10535.416666666666,0.009333333333333334,0.29691666666666666,77.94166666666668,7.6258333333333335,12.3025
26212,South,ESTUARINE WATER,R ITCHEN COBDEN BRIDGE,2000,2716.8333333333335,0.045500000000000006,4.6275,94.5,7.954166666666667,11.723333333333334
26238,South,ESTUARINE WATER,RYE HARBOUR ON R ROTHER,2001,13198.916666666666,0.012499999999999999,0.6202500000000001,91.24615384615385,7.862307692307693,12.512307692307692
25958,South,ESTUARINE WATER,FAVERSHAM CREEK U/S FAVERSHAM,2005,9304.0,0.0538,2.534,88.15555555555555,7.763333333333334,11.006666666666668
25894,South,ESTUARINE WATER,D/S ALLINGTON SLUICES,2003,47.25,0.03925,4.454166666666667,95.52499999999999,8.091818181818182,13.001666666666667
26467,South,ESTUARINE WATER,TS ARETHUSA L0W WATER-*CLOSED*,2003,11581.666666666666,0.03341666666666667,2.346,86.25833333333333,7.740833333333334,14.124166666666667
26144,South,ESTUARINE WATER,P/MOUTH HARBOUR FOXBURY POINT,2000,16308.333333333334,0.008818181818181819,0.3932272727272727,94.57619047619048,8.034090909090908,13.534090909090908
26485,South,ESTUARINE WATER,WHITEWALL CREEK,2003,13797.0,0.024399999999999998,1.6293,82.35555555555555,7.814444444444444,13.45
26402,South,ESTUARINE WATER,SWALE NO1 BUOY HIGH WATER,2002,15010.833333333334,0.012083333333333333,0.7895,96.85000000000001,7.855833333333333,12.8275
26313,South,ESTUARINE WATER,SUN PIER CHATHAM LOW WATER-*CLOSED*,2005,9172.5,0.0385,2.9175,94.3,7.8100000000000005,8.575
26240,South,ESTUARINE WATER,RYE HARBOUR ON R ROTHER,2003,15931.833333333334,0.010636363636363637,0.559,86.375,7.854545454545455,11.7975
26427,South,ESTUARINE WATER,SWALE NO4 BUOY LOW WATER-*CLOSED*,2000,15566.666666666666,0.02125,1.2483333333333333,93.33333333333333,7.954166666666667,13.35
25954,South,ESTUARINE WATER,FAVERSHAM CREEK U/S FAVERSHAM,2001,8587.5,0.043500000000000004,3.919166666666667,72.72500000000001,7.829166666666667,12.205
26348,South,ESTUARINE WATER,SWALE ELMLEY FERRY HIGH WATER,2002,14153.333333333334,0.012416666666666666,0.9120833333333334,94.69166666666666,7.836666666666667,13.041666666666666
26104,South,ESTUARINE WATER,MILTON CREEK MCKENZIE POINT,2004,7948.181818181818,0.1262727272727273,4.9452727272727275,80.75181818181818,7.670909090909091,12.591818181818182
26280,South,ESTUARINE WATER,SAND END BUOY HIGH WATER,2002,15345.0,0.011500000000000002,0.7090833333333334,98.21666666666665,7.873333333333334,12.728333333333333
26165,South,ESTUARINE WATER,POINT 17 MILLRYTHE BUOY-*CLOSED*,2000,18354.545454545456,0.006111111111111111,0.13872727272727273,102.60909090909091,8.05909090909091,13.338181818181818
25883,South,ESTUARINE WATER,COCKHAM REACH LOW WATER-*CLOSED*,2004,12247.272727272728,0.026,1.7993333333333332,84.41666666666667,7.82,14.845833333333333
26110,South,ESTUARINE WATER,MURSTON BRICKWORKS-*CLOSED*,2004,15781.818181818182,0.01781818181818182,0.9658181818181819,94.04545454545455,7.958181818181819,12.292727272727273
26044,South,ESTUARINE WATER,M2 ROAD BRIDGE,2004,9649.166666666666,0.023916666666666666,1.93,82.47500000000001,7.734999999999999,15.389166666666668
25993,South,ESTUARINE WATER,GILLINGHAM STRAND LOW WATER-*CLOSED*,2005,12975.0,0.0215,1.9175,95.5,7.91,8.455
26413,South,ESTUARINE WATER,SWALE NO2 BUOY HIGH WATER-*CLOSED*,2002,14371.666666666666,0.013999999999999999,0.9546666666666667,94.39166666666667,7.841666666666666,12.859166666666667
26223,South,ESTUARINE WATER,R TEST REDBRIDGE-*CLOSED*,2004,1101.5,0.02692307692307692,5.345384615384615,104.21538461538461,8.126923076923077,12.728461538461538
26127,South,ESTUARINE WATER,NORTH KENT BUOY L/W-*CLOSED*,2001,14545.833333333334,0.024333333333333332,1.353,95.67692307692307,7.949999999999999,13.544615384615383
26421,South,ESTUARINE WATER,SWALE NO4 BUOY HIGH WATER,2000,15045.454545454546,0.01972727272727273,1.3967272727272728,93.92,7.945454545454546,12.154545454545454
26248,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 2,2004,18950.0,0.008,0.08800000000000001,96.075,7.95,11.4925
26501,South,ESTUARINE WATER,WOULDHAM CHURCH LOW WATER-*CLOSED*,2001,102.84285714285714,0.047142857142857146,5.12,74.15714285714286,7.567142857142857,15.561428571428573
25918,South,ESTUARINE WATER,DARNET NESS (LOW WATER)-*CLOSED*,2002,11207.5,0.025833333333333333,1.6099166666666667,85.575,7.6175,12.015
25982,South,ESTUARINE WATER,GAS HOUSE POINT LOW WATER-*CLOSED*,2000,4448.545454545455,0.041999999999999996,4.037272727272728,80.84,7.76,13.227272727272727
26077,South,ESTUARINE WATER,MEDWAY AYLESFORD BR L/WATER-*CLOSED*,2001,35.43333333333333,0.0325,4.948333333333333,87.675,7.726666666666667,14.341666666666667
25964,South,ESTUARINE WATER,FERRY PONTOON HAYLING-*CLOSED*,2005,18420.0,0.004399999999999999,0.176,102.22,7.872,9.812000000000001
26095,South,ESTUARINE WATER,MILTON CREEK HEAD OF CREEK,2001,2191.1,0.10616666666666667,5.875,72.47999999999999,7.476363636363636,12.272727272727273
26324,South,ESTUARINE WATER,SWALE BOWATERS SAIL CLUB L/W-*CLOSED*,2004,15350.0,0.0155,1.7799999999999998,109.2,7.96,6.859999999999999
26503,South,ESTUARINE WATER,WOULDHAM CHURCH LOW WATER-*CLOSED*,2003,316.9166666666667,0.06508333333333334,5.7625,77.03333333333333,7.810833333333334,14.648333333333333
26103,South,ESTUARINE WATER,MILTON CREEK MCKENZIE POINT,2003,5652.727272727273,0.14654545454545456,5.751818181818182,75.63636363636364,7.587272727272727,13.185454545454546
26098,South,ESTUARINE WATER,MILTON CREEK HEAD OF CREEK,2004,3785.7272727272725,0.10963636363636363,5.802727272727273,75.04545454545455,7.482727272727273,13.274545454545455
25911,South,ESTUARINE WATER,DARNET NESS,2001,13740.833333333334,0.02725,1.4819166666666668,88.91666666666667,7.866666666666667,13.125833333333333
26494,South,ESTUARINE WATER,WOULDHAM CHURCH,2000,4587.6,0.0538,4.161,90.35,7.7299999999999995,11.879999999999999
25973,South,ESTUARINE WATER,FOWLEY ISLAND LOW WATER-*CLOSED*,2002,14540.0,0.02372727272727273,0.9176363636363636,90.70833333333333,7.819166666666667,13.776666666666666
26193,South,ESTUARINE WATER,POINT I AT BIRDHAM LOCK-*CLOSED*,2004,12425.0,0.03266666666666667,2.207666666666667,99.825,8.372499999999999,12.19
32266,Thames,ESTUARINE WATER,THAMES ZONE 25 ( MIDPOINT 61 KMS ),2000,14069.23076923077,0.010499999999999999,0.30000000000000004,90.92,7.9,13.725
25872,South,ESTUARINE WATER,BLAW KNOX CAR PARK LOW WATER-*CLOSED*,2005,4100.0,0.07525,5.105,92.925,7.800000000000001,8.7875
26082,South,ESTUARINE WATER,MEDWAY AYLESFORD BRIDGE,2000,60.77777777777778,0.07133333333333333,5.355555555555556,88.2,7.816666666666666,12.73
25976,South,ESTUARINE WATER,GAS HOUSE POINT HIGH WATER,2000,9760.0,0.0391,2.7560000000000002,84.86666666666666,7.8,11.9
26297,South,ESTUARINE WATER,SANDWICH TOLL BRIDGE,2003,158.83333333333334,0.058484615384615385,7.656923076923077,83.41666666666667,7.875454545454545,11.3725
26376,South,ESTUARINE WATER,SWALE KINGSFERRY BRIDGE H/W,2003,16741.666666666668,0.016666666666666666,1.0570833333333334,92.31818181818181,7.953636363636363,13.196363636363635
26124,South,ESTUARINE WATER,NEWTOWN TOWN COPSE,2004,17487.5,0.009,0.36985714285714294,102.75,7.9,12.212499999999999
25974,South,ESTUARINE WATER,FOWLEY ISLAND LOW WATER-*CLOSED*,2003,16700.0,0.01275,0.8135,96.16666666666667,8.015833333333333,14.950000000000001
26370,South,ESTUARINE WATER,SWALE KINGSFERRY BRGE-*CLOSED*,2002,15000.0,0.02033333333333333,1.0618333333333334,89.15833333333335,7.784166666666667,13.671666666666667
26329,South,ESTUARINE WATER,SWALE COAL JETTY HIGH WATER,2004,16425.0,0.015000000000000001,0.7681666666666667,97.05,8.14090909090909,13.344999999999999
26432,South,ESTUARINE WATER,SWALE NO6 BUOY HIGH WATER-*CLOSED*,2000,15036.363636363636,0.019545454545454546,1.3986363636363637,93.78999999999999,7.954545454545454,12.163636363636364
26157,South,ESTUARINE WATER,POINT 12 BEACON MARKING PILES,2004,18612.5,0.006333333333333333,0.13816666666666666,99.225,8.094999999999999,14.00375
26153,South,ESTUARINE WATER,POINT 12 BEACON MARKING PILES,2000,18154.545454545456,0.006272727272727274,0.17381818181818182,103.33636363636364,8.072727272727272,13.426363636363636
26204,South,ESTUARINE WATER,POLLARD SPIT LOW WATER-*CLOSED*,2003,17116.666666666668,0.013363636363636362,0.7369090909090908,94.74166666666667,8.136666666666667,14.658333333333333
26040,South,ESTUARINE WATER,M2 ROAD BRIDGE,2000,7332.8,0.0464,3.383,79.54444444444444,7.745,11.870000000000001
26134,South,ESTUARINE WATER,OAKHAM NESS LOW WATER-*CLOSED*,2002,12900.833333333334,0.01875,1.0201666666666667,93.50833333333333,7.699166666666667,13.43909090909091
26080,South,ESTUARINE WATER,MEDWAY AYLESFORD BR L/WATER-*CLOSED*,2004,53.90909090909091,0.037,4.546363636363636,96.17272727272729,7.833636363636364,13.424545454545456
26220,South,ESTUARINE WATER,R TEST REDBRIDGE-*CLOSED*,2001,144.575,0.028249999999999997,6.381666666666667,96.16666666666667,8.124166666666667,10.549999999999999
26053,South,ESTUARINE WATER,M20 ROAD BRIDGE HIGH WATER,2001,42.50909090909091,0.03641666666666667,5.265833333333333,96.22500000000001,7.8125,13.105833333333335
26296,South,ESTUARINE WATER,SANDWICH TOLL BRIDGE,2002,120.06666666666666,0.04783333333333333,6.5625,80.51666666666667,7.604166666666667,13.271666666666667
26188,South,ESTUARINE WATER,POINT 5 & K ITCHENOR HRD JETTY,2005,18127.272727272728,0.00625,0.2415,100.17333333333333,8.107142857142858,13.548
26034,South,ESTUARINE WATER,LITTLEHAMPTON ROAD BRIDGE,2004,7379.666666666667,0.014083333333333331,2.6405833333333333,88.53846153846153,7.584615384615384,11.553076923076922
26013,South,ESTUARINE WATER,HARTY FERRY LOW WATER-*CLOSED*,2000,15316.666666666666,0.023333333333333334,1.2850833333333334,91.84166666666665,7.958333333333333,13.15
26033,South,ESTUARINE WATER,LITTLEHAMPTON ROAD BRIDGE,2003,13914.5,0.007727272727272728,1.3767500000000001,87.53846153846153,7.8500000000000005,13.369230769230768
26187,South,ESTUARINE WATER,POINT 5 & K ITCHENOR HRD JETTY,2004,17807.14285714286,0.010461538461538463,0.3876428571428571,88.53333333333333,7.921428571428572,10.096
26302,South,ESTUARINE WATER,SOTON WATER NEAR CADLAND CREEK-*CLOSED*,2000,15825.0,0.018666666666666668,0.70575,93.64999999999999,7.9750000000000005,13.597499999999998
26347,South,ESTUARINE WATER,SWALE ELMLEY FERRY HIGH WATER,2001,14617.0,0.024333333333333332,1.3615833333333331,105.38333333333333,8.0175,11.448333333333332
25913,South,ESTUARINE WATER,DARNET NESS,2003,15940.0,0.0155,1.2187,94.01428571428572,7.86125,12.958888888888888
32257,Thames,ESTUARINE WATER,THAMES ZONE 16 ( MIDPOINT 19KMS ),2000,1519.3333333333333,0.0231,9.11,59.905789473684216,7.8047619047619055,13.755238095238095
26498,South,ESTUARINE WATER,WOULDHAM CHURCH,2004,6048.333333333333,0.03375,2.7416666666666667,80.55833333333334,7.708333333333333,15.416666666666666
26233,South,ESTUARINE WATER,ROCHESTER CASTLE PIER-*CLOSED*,2002,3078.0,0.043916666666666666,3.481666666666667,77.71666666666667,7.375,12.084166666666667
26055,South,ESTUARINE WATER,M20 ROAD BRIDGE HIGH WATER,2003,46.25,0.034916666666666665,4.910416666666666,93.19090909090909,8.032727272727273,13.273333333333333
26455,South,ESTUARINE WATER,SWINGING GROUND-*CLOSED*,2003,11896.666666666666,0.015166666666666667,1.8642500000000002,88.87692307692308,7.875,11.925384615384615
25870,South,ESTUARINE WATER,BLAW KNOX CAR PARK LOW WATER-*CLOSED*,2003,3143.4166666666665,0.04808333333333333,4.244166666666667,74.65833333333333,7.713333333333334,14.319166666666668
25874,South,ESTUARINE WATER,CHICHESTER YACHT BASIN-*CLOSED*,2001,11520.0,0.034,2.0115,82.45,8.075,13.0275
25865,South,ESTUARINE WATER,BLAW KNOX CAR PARK,2004,10421.666666666666,0.024749999999999998,1.9124999999999999,83.81666666666666,7.732499999999999,15.220833333333333
25965,South,ESTUARINE WATER,FOWLEY ISLAND HIGH WATER,2000,15227.272727272728,0.018454545454545456,1.4354545454545455,93.53,7.954545454545454,12.072727272727274
25971,South,ESTUARINE WATER,FOWLEY ISLAND LOW WATER-*CLOSED*,2000,15450.0,0.022166666666666668,1.2470833333333333,92.125,7.9624999999999995,13.333333333333334
25889,South,ESTUARINE WATER,D/S ALLINGTON SLU L/W-*CLOSED*,2004,51.90909090909091,0.028727272727272726,4.308181818181819,95.28181818181817,7.882727272727274,12.934545454545455
25986,South,ESTUARINE WATER,GAS HOUSE POINT LOW WATER-*CLOSED*,2004,7574.166666666667,0.030833333333333334,2.6125000000000003,75.53333333333333,7.704166666666667,15.1575
26152,South,ESTUARINE WATER,POINT 10 BELOW GREAT DEEPS O/F-*CLOSED*,2005,17600.0,0.006,0.217,100.9,7.99,7.03
26456,South,ESTUARINE WATER,SWINGING GROUND-*CLOSED*,2004,13167.5,0.016538461538461537,1.2946923076923076,94.6846153846154,7.9025,13.18
26461,South,ESTUARINE WATER,TEST ESTUARY TOWN QUAY-*CLOSED*,2003,15518.181818181818,0.013363636363636362,1.1686363636363637,97.17272727272729,8.003727272727273,13.481272727272728
26354,South,ESTUARINE WATER,SWALE ELMLEY FERRY LOW WATER-*CLOSED*,2002,14082.5,0.02290909090909091,0.9097272727272727,94.175,7.786666666666666,13.935
26307,South,ESTUARINE WATER,SOTON WATER NEAR CADLAND CREEK-*CLOSED*,2005,17300.0,0.0072499999999999995,0.3945,98.3,8.032499999999999,7.615
32259,Thames,ESTUARINE WATER,THAMES ZONE 18 ( MIDPOINT 27KMS ),2000,2780.1666666666665,0.07506666666666667,6.473333333333334,57.47681818181818,7.795833333333333,14.299999999999999
33,Anglian,ESTUARINE WATER,BOSTON HAVEN SITE 9,2017,9793.333333333334,0.061266666666666664,2.4133333333333336,75.86666666666666,7.928333333333334,17.400000000000002
26198,South,ESTUARINE WATER,POLLARD SPIT HIGH WATER,2003,17716.666666666668,0.011583333333333334,0.5274166666666668,97.5909090909091,7.905454545454545,12.577272727272726
26374,South,ESTUARINE WATER,SWALE KINGSFERRY BRIDGE H/W,2001,13948.416666666666,0.02125,1.3144166666666666,105.91666666666667,8.0375,11.3925
26336,South,ESTUARINE WATER,SWALE ELMLEY CEMENT WORKS H/W-*CLOSED*,2000,15163.636363636364,0.018000000000000002,1.3892727272727272,93.27272727272727,7.954545454545454,12.154545454545454
25855,South,ESTUARINE WATER,BEMBRIDGE HARBOUR,2000,14620.0,0.0177,0.8557,96.6,7.925,14.39
25984,South,ESTUARINE WATER,GAS HOUSE POINT LOW WATER-*CLOSED*,2002,3952.9166666666665,0.03891666666666666,3.1633333333333336,74.88333333333334,7.424166666666667,12.135
26015,South,ESTUARINE WATER,HARTY FERRY LOW WATER-*CLOSED*,2002,14623.333333333334,0.018454545454545456,0.9338181818181819,89.165,7.795833333333333,14.240909090909092
25867,South,ESTUARINE WATER,BLAW KNOX CAR PARK LOW WATER-*CLOSED*,2000,1721.5454545454545,0.04854545454545455,4.653636363636363,94.31818181818181,7.766363636363637,13.272727272727273
26258,South,ESTUARINE WATER,RYE HARBOUR SURVEY - SITE 5,2002,10908.90909090909,0.012727272727272728,0.986090909090909,87.75454545454545,7.829000000000001,12.94818181818182
26032,South,ESTUARINE WATER,LITTLEHAMPTON ROAD BRIDGE,2002,9844.300000000001,0.01575,1.7431666666666665,83.17333333333333,7.464,12.180666666666667
26202,South,ESTUARINE WATER,POLLARD SPIT LOW WATER-*CLOSED*,2001,15217.5,0.022083333333333333,0.9455,107.52499999999999,7.995,14.020833333333334
25893,South,ESTUARINE WATER,D/S ALLINGTON SLUICES,2002,36.776923076923076,0.029153846153846155,4.029692307692308,87.925,7.734615384615385,11.563846153846155
26314,South,ESTUARINE WATER,SWALE BOWATERS SAIL CLUB H/W,2000,15136.363636363636,0.017545454545454545,1.3911818181818183,94.37272727272726,7.945,12.172727272727274
26100,South,ESTUARINE WATER,MILTON CREEK MCKENZIE POINT,2000,6036.363636363636,0.2145,5.9990000000000006,81.60909090909091,7.627272727272728,12.509090909090908
25898,South,ESTUARINE WATER,D/S B3054 (LAND SAMPLED),2001,8890.333333333334,0.009166666666666667,0.5628333333333333,94.27499999999999,7.677272727272728,13.173333333333334
26126,South,ESTUARINE WATER,NORTH KENT BUOY L/W-*CLOSED*,2000,15300.0,0.019181818181818185,1.312090909090909,98.34545454545454,7.933636363636364,12.9
26235,South,ESTUARINE WATER,ROCHESTER CASTLE PIER-*CLOSED*,2004,6691.666666666667,0.03933333333333333,3.1508333333333334,76.85714285714286,7.68,15.097499999999998
26237,South,ESTUARINE WATER,RYE HARBOUR ON R ROTHER,2000,11484.166666666666,0.01725,1.0919166666666666,93.28333333333335,7.908333333333334,12.541666666666666
25935,South,ESTUARINE WATER,ELPHINSTONE (LOW WATER)-*CLOSED*,2000,14554.545454545454,0.024454545454545455,1.4274545454545455,100.39090909090909,7.920909090909091,13.109090909090908
26003,South,ESTUARINE WATER,HAMBLE ESTUARY FERRY SLIPWAY,2002,15259.416666666666,0.00925,0.40349999999999997,86.96666666666665,7.7681818181818185,12.935833333333335
26407,South,ESTUARINE WATER,SWALE NO1 BUOY LOW WATER-*CLOSED*,2001,14141.666666666666,0.026416666666666668,1.2444166666666667,98.80833333333334,7.974166666666666,14.674166666666666
26472,South,ESTUARINE WATER,U/S SNODLAND PAPER MILL,2002,626.5571428571428,0.046,4.39,89.63571428571429,7.476923076923077,12.460714285714285
26462,South,ESTUARINE WATER,TEST ESTUARY TOWN QUAY-*CLOSED*,2004,15258.333333333334,0.013916666666666667,0.9458333333333333,94.05,7.939166666666666,13.076666666666668
26392,South,ESTUARINE WATER,SWALE LONG REACH POINT H/WATER,2003,16841.666666666668,0.015833333333333335,0.9704166666666666,93.19090909090909,7.972727272727273,13.1
26114,South,ESTUARINE WATER,NATIONAL POWER FAWLEY-DOCK,2002,16162.583333333334,0.009833333333333333,0.8240833333333333,87.05,7.802499999999999,13.059166666666668
26066,South,ESTUARINE WATER,"MEDINA ESTUARY, WEST COWES-*CLOSED*",2002,15349.166666666666,0.005666666666666667,0.17658333333333331,92.10833333333333,7.820833333333333,13.234166666666667
26130,South,ESTUARINE WATER,NORTH KENT BUOY L/W-*CLOSED*,2004,16425.0,0.015,0.8069166666666666,92.76428571428572,7.817142857142857,14.784999999999998
26166,South,ESTUARINE WATER,POINT 17 MILLRYTHE BUOY-*CLOSED*,2001,18346.25,0.006833333333333334,0.174125,104.4875,8.15625,12.84875
26068,South,ESTUARINE WATER,"MEDINA ESTUARY, WEST COWES-*CLOSED*",2004,18075.0,0.007666666666666667,0.4339166666666667,106.16666666666667,7.941666666666666,12.733333333333334
26288,South,ESTUARINE WATER,SAND END BUOY LOW WATER-*CLOSED*,2004,16100.0,0.0075,1.4849999999999999,107.5,7.99,6.395
5663,Midlands,GROUNDWATER,FORTON O/F R.SEVERN AT MONFORD BDG,2018,30.6,0.00775,5.105,87.3,7.550000000000001,10.8
15309,North East,GROUNDWATER,DRAX POWER STATION SELBY BH1 5715,2007,15.9,0.0067,0.5285,76.6,7.734999999999999,10.835
32506,Thames,GROUNDWATER,"HUNGERFORD, PROSPEROUS HOME FARM :SU36/1",2002,21.599999999999998,0.00555,11.466666666666667,83.2,7.263333333333333,11.043333333333331
5804,Midlands,GROUNDWATER,LADYHILL FARM G/W,2005,113.0,0.02,28.799999999999997,77.0,6.95,11.55
5851,Midlands,GROUNDWATER,MONMORE GREEN STADIUM BOREHOLE,2005,527.5,0.009,5.4,68.5,7.02,13.9
19711,North West,GROUNDWATER,FORNALLS GREEN        SJ28/29,2005,32.849999999999994,0.004,0.196,14.0,7.5649999999999995,13.35
5873,Midlands,GROUNDWATER,OLD NORTHWOOD COTTAGE G/W,2004,105.95,0.005,0.767,35.0,7.15,13.600000000000001
32461,Thames,GROUNDWATER,"GERRARDS CROSS, QUARRY POINT 'B'",2006,115.7,1.07,2.1550000000000002,58.26666666666667,6.983333333333333,13.406666666666666
6005,Midlands,GROUNDWATER,WATTLESBOROUGH HALL GW,2006,58.75,0.0192,6.545,69.5,7.49,12.7
32511,Thames,GROUNDWATER,HURST FARM NO 2 SU94/032A 55M DEPTH,2012,30.759999999999998,0.011,1.09875,96.14000000000001,7.779999999999999,11.2
20105,North West,GROUNDWATER,WYBUNBURY MOSS BOREHOLE D   SJ65/25,2009,70.18333333333334,0.006379999999999999,16.183333333333334,25.616666666666664,6.77,10.903333333333334
5923,Midlands,GROUNDWATER,SHAWELL COTTAGE ABS.SGS PHASE 3,2006,38.6,0.0379,7.6125,66.5,7.825,12.35
26580,South,GROUNDWATER,DRAYTON TIP B/HOLE 6-*CLOSED*,2002,26.0,0.0145,0.5925,20.75,6.72,19.84
19624,North West,GROUNDWATER,BROWNRIGG HALL FARM,2005,26.099999999999998,0.01,0.19,20.333333333333332,7.686666666666667,11.5
26609,South,GROUNDWATER,NORTH OAKLEY FARM,2006,11.4,0.0297,4.8425,96.25,7.3,14.255
32627,Thames,GROUNDWATER,STEVENTON STORAGE FACILITY B/H,2007,104.275,0.180375,1.6535,47.275,7.5575,13.62
19716,North West,GROUNDWATER,GELTBRIDGE FARM,2000,28.900000000000002,0.018,9.465,48.0,7.455,11.0
32602,Thames,GROUNDWATER,"RAMSBURY, CROWOOD ESTATE BH, 50M :SU27/7",2006,15.625,0.0048,7.855,79.8,7.5,10.763333333333334
30224,South West,GROUNDWATER,PAIGNTON ZOO,2009,45.45,0.0455,10.6,83.65,7.300000000000001,12.8
5542,Midlands,GROUNDWATER,BRIDON WIRE DONCASTER BH GWNN E12/02,2005,66.9,0.022,4.9399999999999995,26.0,7.18,13.25
19995,North West,GROUNDWATER,SOLVAY INTEROX B/H NO 1 WRB NO SJ58/71,2009,650.75,0.0056,1.9849999999999999,86.5,7.67,12.05
